,year,km_driven,owner,seller_type,seats,fuel,transmission,mileage,engine,max_power,selling_price
313,2013.0,90000.0,Third Owner,Individual,7.0,Petrol,Manual,16.02,1373.0,93.7,6481.71
314,2014.0,80100.0,Second Owner,Individual,5.0,Diesel,Manual,19.01,1461.0,108.5,6724.01
315,2014.0,120000.0,First Owner,Individual,5.0,Petrol,Manual,17.4,1497.0,117.3,8783.62
317,2016.0,40000.0,First Owner,Individual,5.0,Petrol,Manual,25.17,799.0,53.3,2786.52
318,2013.0,160000.0,Second Owner,Individual,8.0,Diesel,Manual,12.99,2494.0,100.6,9692.27
319,2017.0,47000.0,First Owner,Individual,5.0,Petrol,Manual,20.51,998.0,67.04,4967.28
320,2018.0,25000.0,First Owner,Individual,5.0,Diesel,Manual,21.38,1396.0,88.7,14659.56
322,2018.0,29000.0,First Owner,Individual,5.0,Diesel,Manual,24.0,1186.0,73.97,6299.98
323,2016.0,50000.0,First Owner,Individual,5.0,Petrol,Automatic,21.4,1197.0,83.1,7874.97
324,2011.0,58000.0,Third Owner,Individual,5.0,Petrol,Manual,16.1,14573.0,88.2,3937.48
325,2012.0,120000.0,First Owner,Individual,5.0,Petrol,Automatic,17.4,1197.0,85.8,5088.44
326,2014.0,50000.0,First Owner,Individual,5.0,Petrol,Manual,20.4,1197.0,81.8,4846.14
327,2010.0,80000.0,Fourth & Above Owner,Individual,5.0,Petrol,Manual,17.0,1197.0,80.0,3089.4
328,2003.0,60000.0,Fourth & Above Owner,Individual,5.0,Petrol,Manual,17.3,993.0,60.0,787.5
329,2017.0,36000.0,First Owner,Individual,5.0,Petrol,Manual,23.1,998.0,67.04,4252.48
331,2011.0,185000.0,Third Owner,Individual,5.0,Diesel,Manual,21.1,1248.0,73.9,2241.34
332,2011.0,,First Owner,Individual,5.0,Diesel,Manual,,1461.0,63.1,3028.83
333,2002.0,100000.0,Fourth & Above Owner,Individual,5.0,Petrol,Manual,17.3,993.0,60.0,726.92
334,2013.0,50000.0,Second Owner,Individual,5.0,Petrol,Manual,17.1,1591.0,121.3,6057.67
335,2007.0,80000.0,Second Owner,Individual,5.0,Petrol,Manual,18.2,998.0,67.1,1029.8
337,2005.0,80000.0,Fourth & Above Owner,Individual,5.0,Petrol,Manual,19.7,,,1029.8
338,2011.0,90000.0,Fourth & Above Owner,Individual,5.0,Diesel,Manual,19.3,1248.0,73.9,3210.56
339,2010.0,162000.0,Second Owner,Individual,5.0,Petrol,Manual,19.0,998.0,66.1,1574.99
341,2008.0,120000.0,Third Owner,Individual,5.0,Diesel,Manual,17.8,1248.0,75.0,2059.61
342,2011.0,45000.0,First Owner,Individual,5.0,Diesel,Manual,23.08,1461.0,63.1,3331.72
343,2005.0,90000.0,Second Owner,Individual,5.0,Petrol,Manual,18.9,998.0,67.1,1078.27
344,2010.0,90000.0,Second Owner,Individual,5.0,Diesel,Manual,20.0,1399.0,68.0,2059.61
345,2019.0,16500.0,First Owner,Dealer,5.0,Petrol,Manual,17.0,1197.0,1297.05,13205.72
346,2017.0,67000.0,First Owner,Individual,5.0,Diesel,Automatic,17.01,1582.0,126.2,13326.87
347,2018.0,52000.0,First Owner,Dealer,5.0,Petrol,Manual,22.0,1197.0,81.8,7390.36
348,2016.0,40000.0,First Owner,Dealer,5.0,Petrol,Manual,20.63,,,4058.64
349,2015.0,40000.0,First Owner,Dealer,5.0,Petrol,Manual,18.9,1197.0,82.0,5270.16
350,2018.0,35000.0,First Owner,Individual,7.0,Diesel,Manual,14.24,2755.0,174.5,36346.01
351,2018.0,13000.0,First Owner,Dealer,5.0,Petrol,Manual,20.71,799.0,53.26,4724.98
352,2012.0,40000.0,First Owner,Dealer,5.0,Petrol,Manual,18.5,16144.0,86.8,3937.48
353,2019.0,10000.0,First Owner,Dealer,5.0,Petrol,Manual,17.0,1198.0,73.75,7753.82
354,2012.0,9000.0,First Owner,Dealer,5.0,Petrol,Manual,16.95,1498.0,97.7,5451.9
355,2013.0,70000.0,Second Owner,Dealer,5.0,Diesel,Manual,23.59,1364.0,67.06,
356,2009.0,60000.0,First Owner,Dealer,5.0,Petrol,Manual,20.36,1197.0,78.9,2604.8
357,2014.0,40000.0,First Owner,Dealer,5.0,Diesel,Manual,20.45,1461.0,83.8,6905.74
358,2012.0,93000.0,First Owner,Dealer,7.0,Diesel,Manual,15.1,2179.0,140.0,8238.43
359,2008.0,80000.0,Fourth & Above Owner,Individual,7.0,Diesel,Manual,12.8,2494.0,102.0,3937.48
360,2011.0,50000.0,Second Owner,Individual,5.0,Petrol,Manual,15.64,1193.0,64.08,1817.3
361,2013.0,68000.0,First Owner,Dealer,5.0,Petrol,Automatic,14.5,1797.0,147.5,8359.58
362,2013.0,25000.0,First Owner,Individual,5.0,Diesel,Automatic,14.84,2143.0,170.0,18778.77
363,2012.0,18000.0,First Owner,Dealer,4.0,Petrol,Manual,25.4,624.0,37.5,
365,2005.0,35000.0,First Owner,Individual,5.0,Petrol,Manual,18.9,998.0,67.1,787.5
366,2016.0,60000.0,Second Owner,Individual,5.0,Diesel,Manual,26.59,1248.0,74.0,6663.44
367,2010.0,70000.0,Fourth & Above Owner,Individual,5.0,Petrol,Manual,20.36,1197.0,78.9,1696.15
368,2016.0,30000.0,First Owner,Individual,5.0,Petrol,Manual,25.17,799.0,53.3,3634.6
369,2016.0,70000.0,First Owner,Individual,5.0,Petrol,Automatic,16.34,1798.0,189.3,9692.27
370,2017.0,,First Owner,Dealer,5.0,Diesel,Automatic,,1999.0,177.0,31802.76
371,2019.0,20000.0,First Owner,Dealer,5.0,Petrol,Automatic,22.37,2487.0,214.56,62393.99
372,2017.0,45000.0,First Owner,Dealer,5.0,Diesel,Automatic,19.33,,,
373,2015.0,110000.0,First Owner,Individual,7.0,Diesel,Manual,14.1,2179.0,147.94,6094.02
374,2019.0,20000.0,First Owner,Individual,5.0,Diesel,Automatic,18.0,1969.0,190.0,46038.28
375,2016.0,68089.0,First Owner,Trustmark Dealer,5.0,Petrol,Automatic,19.16,2494.0,157.7,355887.33
376,2013.0,58343.0,First Owner,Trustmark Dealer,5.0,Petrol,Manual,21.79,,,2725.95
377,2018.0,38817.0,First Owner,Dealer,5.0,Diesel,Manual,27.39,1248.0,74.0,8965.35
378,2016.0,56494.0,First Owner,Trustmark Dealer,5.0,Petrol,Manual,18.2,1199.0,88.7,6663.44
379,2013.0,79328.0,Second Owner,Trustmark Dealer,7.0,Diesel,Manual,12.99,2494.0,100.6,9086.5
380,2019.0,5621.0,First Owner,Trustmark Dealer,5.0,Petrol,Automatic,22.0,1197.0,81.8,7874.97
382,2018.0,69779.0,First Owner,Dealer,5.0,Petrol,Automatic,22.0,1197.0,81.8,7269.2
383,2017.0,56290.0,First Owner,Dealer,5.0,Diesel,Manual,24.0,1186.0,73.97,5451.9
384,2019.0,7500.0,First Owner,Dealer,5.0,Diesel,Automatic,16.78,18288.0,190.0,65422.83
385,2019.0,8500.0,First Owner,Dealer,5.0,Diesel,Automatic,16.78,1995.0,190.0,66634.36
386,2019.0,7032.0,First Owner,Trustmark Dealer,5.0,Petrol,Automatic,19.0,1199.0,88.76,9437.85
387,2016.0,11000.0,First Owner,Dealer,5.0,Petrol,Automatic,14.3,1598.0,103.5,7814.39
389,2010.0,106000.0,Third Owner,Individual,5.0,Petrol,Manual,20.36,1197.0,78.9,1817.3
391,2009.0,120000.0,Second Owner,Individual,5.0,Petrol,Automatic,11.1,2354.0,158.8,6057.67
392,2015.0,90000.0,First Owner,Individual,5.0,Diesel,Manual,26.59,1248.0,74.0,
394,2005.0,240000.0,Third Owner,Individual,8.0,Diesel,Manual,12.8,2494.0,102.0,3028.83
395,2012.0,100000.0,Second Owner,Individual,5.0,Diesel,Manual,21.5,1248.0,88.8,
396,2009.0,214000.0,Second Owner,Individual,5.0,Petrol,Manual,13.9,1599.0,103.2,4119.21
397,2009.0,214000.0,Second Owner,Individual,5.0,Diesel,Manual,16.8,1493.0,110.0,4119.21
398,2016.0,50000.0,First Owner,Individual,5.0,Petrol,Manual,22.74,796.0,47.3,2907.68
399,2018.0,1000.0,First Owner,Individual,5.0,Petrol,Automatic,18.0,1497.0,117.6,13145.14
400,2017.0,19000.0,First Owner,Individual,5.0,Diesel,Automatic,28.4,1248.0,74.02,9086.5
401,2012.0,265000.0,Second Owner,Individual,5.0,Diesel,Manual,17.0,1405.0,70.0,
402,2020.0,35000.0,First Owner,Individual,5.0,CNG,Manual,29.232,1196.0,61.7,4967.28
403,2014.0,80000.0,Second Owner,Individual,5.0,Petrol,Manual,23.95,998.0,67.05,2604.8
404,,50000.0,,Individual,7.0,Diesel,Automatic,16.0,2179.0,140.0,15628.79
406,2013.0,50000.0,Second Owner,Individual,5.0,Petrol,Manual,21.1,814.0,55.2,2653.26
407,,100000.0,,Individual,5.0,Petrol,Manual,23.84,1199.0,84.0,3937.48
408,2013.0,,Second Owner,Individual,5.0,Petrol,Manual,,1196.0,73.0,3149.99
410,2019.0,20000.0,First Owner,Dealer,5.0,Petrol,Automatic,22.37,2487.0,214.56,62393.99
411,2017.0,45000.0,First Owner,Dealer,5.0,Diesel,Automatic,19.33,1999.0,177.0,38769.08
412,2015.0,110000.0,First Owner,Individual,7.0,Diesel,Manual,14.1,2179.0,147.94,6094.02
413,2019.0,20000.0,First Owner,Individual,5.0,Diesel,Automatic,18.0,1969.0,190.0,44.61
414,2016.0,68089.0,First Owner,Trustmark Dealer,5.0,Petrol,Automatic,19.16,2494.0,157.7,24230.68
415,2013.0,58343.0,First Owner,Trustmark Dealer,5.0,Petrol,Manual,21.79,998.0,67.05,2725.95
416,2018.0,38817.0,First Owner,Dealer,5.0,Diesel,Manual,27.39,1248.0,74.0,8965.35
417,2016.0,56494.0,First Owner,Trustmark Dealer,5.0,Petrol,Manual,18.2,,,6663.44
418,2013.0,79328.0,Second Owner,Trustmark Dealer,7.0,Diesel,Manual,12.99,2494.0,100.6,9086.5
419,2019.0,,First Owner,Trustmark Dealer,5.0,Petrol,Automatic,,1197.0,81.8,7874.97
424,2019.0,8500.0,First Owner,Dealer,5.0,Diesel,Automatic,16.78,1995.0,190.0,66634.36
425,2019.0,7032.0,First Owner,Trustmark Dealer,5.0,Petrol,Automatic,19.0,1199.0,88.76,
426,2016.0,11000.0,First Owner,Dealer,5.0,Petrol,Automatic,14.3,1598.0,103.5,7814.39
427,2018.0,2000.0,First Owner,Dealer,5.0,Diesel,Automatic,16.8,1984.0,150.0,29985.46
428,2019.0,40000.0,First Owner,Individual,5.0,Diesel,Automatic,23.8,1498.0,78.9,8480.74
429,,45000.0,,Individual,5.0,Diesel,Manual,21.38,1396.0,88.7,11509.57
430,2010.0,80000.0,Second Owner,Individual,5.0,Petrol,Manual,19.7,796.0,46.3,1938.45
431,2015.0,135000.0,Second Owner,Individual,5.0,Diesel,Manual,24.4,1120.0,71.01,4967.28
432,2015.0,120000.0,Second Owner,Individual,7.0,Diesel,Manual,12.99,2494.0,100.6,10176.88
433,2013.0,67000.0,First Owner,Individual,5.0,Diesel,Manual,23.59,1364.0,67.1,5451.9
434,2017.0,50000.0,First Owner,Individual,5.0,Diesel,Manual,28.4,1248.0,74.02,10903.8
436,2011.0,110000.0,Second Owner,Individual,5.0,Diesel,Manual,23.08,1461.0,15.22,3089.4
438,2013.0,120000.0,Second Owner,Individual,5.0,Diesel,Manual,23.4,1248.0,74.0,6421.13
439,2015.0,110000.0,Second Owner,Individual,5.0,Diesel,Manual,20.14,1498.0,88.8,6299.98
440,2011.0,170000.0,Second Owner,Individual,5.0,Diesel,Manual,21.0,1461.0,64.1,2786.52
441,,80000.0,,Individual,4.0,Petrol,Manual,16.1,796.0,37.0,981.34
442,2016.0,47000.0,First Owner,Individual,5.0,Diesel,Manual,25.2,22.0,74.0,7269.2
443,2015.0,93000.0,First Owner,Individual,5.0,Petrol,Manual,19.1,1197.0,81.86,4967.28
444,2010.0,70000.0,Second Owner,Individual,4.0,Petrol,Manual,16.1,796.0,37.0,1453.84
445,2014.0,50000.0,First Owner,Individual,5.0,Petrol,Manual,23.1,998.0,67.04,
446,2015.0,70000.0,First Owner,Individual,5.0,Diesel,Manual,20.0,1399.0,68.05,3537.68
447,2012.0,80000.0,First Owner,Individual,7.0,Diesel,Manual,13.93,2179.0,138.03,4724.98
448,2016.0,44000.0,First Owner,Individual,5.0,Petrol,Manual,18.16,1196.0,86.8,6663.44
449,2014.0,25000.0,First Owner,Individual,5.0,Petrol,Manual,23.1,998.0,67.04,4664.41
450,2016.0,25000.0,First Owner,Individual,5.0,Petrol,Manual,15.29,1591.0,121.3,9692.27
451,2019.0,,First Owner,Individual,5.0,Petrol,Manual,,1197.0,81.8,8177.85
452,2018.0,50000.0,First Owner,Individual,7.0,Diesel,Manual,17.6,2179.0,153.86,18475.89
453,2018.0,30000.0,First Owner,Individual,5.0,Diesel,Manual,23.0,,,11509.57
454,2015.0,50000.0,Second Owner,Individual,5.0,Diesel,Manual,21.19,1396.0,88.73,7390.36
455,2012.0,120000.0,First Owner,Individual,5.0,Diesel,Manual,22.54,1396.0,1706.14,6360.55
456,2019.0,40000.0,First Owner,Individual,5.0,Diesel,Automatic,23.8,1498.0,78.9,8480.74
457,2015.0,80000.0,First Owner,Individual,7.0,Diesel,Manual,15.96,2523.0,62.1,
458,2015.0,90000.0,First Owner,Individual,5.0,Diesel,Manual,20.45,1461.0,83.8,7026.9
459,2015.0,50000.0,Second Owner,Individual,5.0,Petrol,Manual,20.4,1197.0,83.11,5270.16
460,2020.0,2136.0,First Owner,Individual,5.0,Petrol,Manual,22.5,999.0,67.0,4240.37
462,,35000.0,,Individual,5.0,Petrol,Manual,18.6,1197.0,81.83,7269.2
463,2015.0,120000.0,First Owner,Individual,7.0,Diesel,Manual,12.99,2494.0,100.6,12721.1
464,2017.0,70000.0,First Owner,Individual,5.0,Diesel,Manual,27.39,1248.0,74.0,8904.77
465,2018.0,18000.0,First Owner,Dealer,5.0,Diesel,Manual,19.6,,,12721.1
467,2017.0,,First Owner,Individual,5.0,Diesel,Manual,,1248.0,88.5,9692.27
468,2015.0,60000.0,First Owner,Individual,7.0,Diesel,Automatic,12.55,2982.0,168.5,24230.68
469,2016.0,147000.0,Second Owner,Individual,5.0,Diesel,Manual,26.59,1248.0,74.0,7269.2
470,2015.0,130000.0,First Owner,Individual,7.0,Diesel,Automatic,12.55,2982.0,168.5,23019.14
471,2011.0,99500.0,Third Owner,Individual,7.0,Diesel,Manual,11.5,1991.0,147.9,6057.67
472,2011.0,110000.0,Second Owner,Individual,5.0,Diesel,Manual,17.0,1405.0,71.0,2423.07
473,2016.0,35000.0,First Owner,Individual,5.0,Petrol,Manual,19.49,1198.0,67.04,4482.68
474,2010.0,110000.0,Second Owner,Individual,5.0,Diesel,Manual,16.2,15583.0,110.0,3149.99
475,2016.0,100000.0,First Owner,Individual,6.0,Diesel,Manual,25.32,1198.0,77.0,3392.29
477,2013.0,60000.0,Second Owner,Individual,5.0,Diesel,Manual,23.5,1498.0,90.0,3634.6
478,,40000.0,,Individual,5.0,Diesel,Manual,16.6,1405.0,70.0,1696.15
480,2010.0,65000.0,Second Owner,Individual,5.0,Petrol,Manual,19.0,998.0,66.1,2423.07
481,2011.0,80000.0,First Owner,Individual,5.0,Petrol,Manual,18.9,998.0,67.1,2423.07
482,2015.0,119000.0,First Owner,Individual,5.0,Diesel,Manual,23.9,1582.0,126.2,6784.59
483,2016.0,80000.0,First Owner,Individual,7.0,Diesel,Manual,24.52,,,9086.5
484,2017.0,90000.0,First Owner,Individual,5.0,Diesel,Manual,25.2,1248.0,74.0,7087.47
485,2016.0,20000.0,First Owner,Individual,5.0,Petrol,Manual,17.01,,,9207.66
486,2014.0,80000.0,Second Owner,Individual,5.0,Diesel,Manual,25.2,1248.0,74.0,5209.6
487,2020.0,44665.0,First Owner,Individual,6.0,Diesel,Manual,25.32,1198.0,1534.88,344937.41
488,2019.0,10000.0,First Owner,Individual,5.0,Diesel,Manual,20.8,1493.0,113.4,7790.16
489,2018.0,60000.0,First Owner,Individual,5.0,Petrol,Manual,20.14,1197.0,81.86,6057.67
490,2016.0,22000.0,First Owner,Individual,5.0,Petrol,Manual,18.5,1198.0,86.8,5149.02
491,2014.0,25000.0,First Owner,Individual,5.0,Petrol,Manual,22.74,796.0,47.3,3028.83
492,2016.0,70000.0,First Owner,Individual,5.0,Diesel,Manual,27.62,793.0,47.0,3452.87
493,2008.0,123000.0,Third Owner,Individual,5.0,Petrol,Manual,17.5,1298.0,85.8,1938.45
494,2011.0,70000.0,Second Owner,Individual,5.0,Diesel,Manual,20.54,,,3028.83
495,2013.0,70000.0,Second Owner,Individual,5.0,Petrol,Manual,18.6,1199.0,79.4,2059.61
496,2013.0,45000.0,First Owner,Individual,5.0,Diesel,Manual,23.59,1364.0,67.06,4967.28
498,2019.0,30000.0,First Owner,Individual,5.0,Diesel,Manual,28.4,1248.0,74.02,8480.74
499,2007.0,90000.0,First Owner,Individual,5.0,Petrol,Automatic,12.9,1799.0,130.0,4240.37
500,2016.0,34000.0,Second Owner,Individual,7.0,Petrol,Manual,17.5,1373.0,91.1,7996.12
501,2017.0,25000.0,First Owner,Individual,5.0,Petrol,Manual,24.7,796.0,47.3,3246.91
502,2016.0,50000.0,First Owner,Individual,5.0,Petrol,Manual,22.74,796.0,47.3,3271.14
503,2013.0,50000.0,First Owner,Individual,5.0,Diesel,Manual,25.44,936.0,57.6,3634.6
504,2017.0,90000.0,First Owner,Individual,5.0,Petrol,Manual,23.84,1199.0,84.0,5451.9
505,2012.0,70000.0,Second Owner,Individual,5.0,Diesel,Manual,25.44,,,2665.37
506,2009.0,146000.0,Second Owner,Individual,7.0,Diesel,Manual,13.93,2179.0,138.0,3028.83
507,2012.0,85000.0,Second Owner,Individual,5.0,Petrol,Manual,15.6,1196.0,70.0,3634.6
509,2016.0,30000.0,First Owner,Individual,5.0,Diesel,Manual,26.59,1248.0,74.0,6796.7
510,2018.0,15000.0,First Owner,Individual,5.0,Diesel,Manual,28.4,1248.0,74.02,9147.08
511,2017.0,25000.0,First Owner,Individual,5.0,Petrol,Manual,22.7,799.0,53.64,2847.1
512,2011.0,90000.0,First Owner,Individual,5.0,Petrol,Manual,20.92,8797.0,67.1,1999.03
513,2008.0,80000.0,Second Owner,Individual,5.0,Diesel,Manual,19.3,1248.0,73.9,2301.91
514,2011.0,,First Owner,Individual,5.0,Diesel,Manual,,1396.0,1859.05,1332.69
515,2012.0,80000.0,Second Owner,Individual,8.0,Diesel,Manual,13.6,2523.0,63.0,3876.91
517,2016.0,38000.0,First Owner,Individual,5.0,Petrol,Manual,18.6,1197.0,81.83,6542.28
518,2013.0,60000.0,First Owner,Individual,5.0,Petrol,Manual,21.1,814.0,55.2,2180.76
519,2016.0,100000.0,Third Owner,Individual,7.0,Petrol,Manual,15.37,1196.0,1668.0,3271.14
520,2012.0,30000.0,First Owner,Individual,5.0,Petrol,Manual,17.5,,,5451.9
521,2014.0,30000.0,First Owner,Individual,5.0,Petrol,Manual,19.1,1197.0,85.8,5451.9
522,2015.0,50000.0,First Owner,Individual,5.0,Petrol,Manual,18.6,1199.0,76.8,2423.07
523,2017.0,42000.0,First Owner,Individual,5.0,Petrol,Manual,23.84,1199.0,84.0,5149.02
524,2016.0,30000.0,First Owner,Individual,5.0,Petrol,Manual,18.2,1199.0,82.4,4846.14
525,2009.0,60000.0,Third Owner,Individual,5.0,Petrol,Manual,19.7,796.0,46.3,1514.42
526,2018.0,14000.0,First Owner,Individual,5.0,Diesel,Manual,17.1,1956.0,170.0,19384.54
528,2012.0,90000.0,First Owner,Individual,5.0,Diesel,Manual,20.54,1598.0,103.6,5451.9
529,2011.0,46000.0,First Owner,Individual,5.0,Petrol,Manual,20.92,998.0,67.1,2544.22
530,2018.0,20000.0,First Owner,Individual,5.0,Petrol,Manual,18.6,1197.0,1766.29,9704.39
531,2014.0,15000.0,First Owner,Individual,7.0,Diesel,Manual,15.42,1405.0,1633.4,3840.56
533,2014.0,30000.0,Second Owner,Individual,5.0,Petrol,Manual,18.5,1197.0,82.85,3998.06
534,2017.0,15000.0,Second Owner,Individual,5.0,Petrol,Manual,21.1,814.0,55.2,3876.91
536,2007.0,110000.0,Second Owner,Individual,5.0,Petrol,Manual,15.3,1341.0,83.0,1453.84
537,2009.0,70000.0,Second Owner,Individual,5.0,Petrol,Manual,19.7,796.0,46.3,
540,2015.0,110000.0,First Owner,Individual,5.0,Petrol,Manual,17.57,1193.0,88.7,4119.21
541,2013.0,70000.0,Second Owner,Individual,5.0,Diesel,Manual,19.68,1399.0,67.0,2423.07
542,2002.0,50000.0,Second Owner,Individual,5.0,Petrol,Manual,19.7,796.0,46.3,1696.15
543,2013.0,190000.0,First Owner,Individual,8.0,Diesel,Manual,12.99,2494.0,100.6,12115.34
545,2015.0,60000.0,First Owner,Individual,5.0,Petrol,Manual,22.74,796.0,47.3,2859.22
546,2015.0,40000.0,First Owner,Individual,5.0,Petrol,Manual,20.51,998.0,67.04,4724.98
548,2015.0,110000.0,First Owner,Individual,7.0,Diesel,Manual,14.1,2179.0,147.94,6094.02
549,2017.0,32000.0,First Owner,Dealer,5.0,Diesel,Manual,24.3,1248.0,88.5,9389.39
550,2016.0,30000.0,First Owner,Individual,7.0,Diesel,Automatic,11.36,2755.0,171.5,21807.61
551,2016.0,58000.0,First Owner,Individual,5.0,Diesel,Manual,19.67,1582.0,126.2,10298.04
552,2018.0,5000.0,First Owner,Individual,5.0,Diesel,Manual,24.3,1248.0,88.5,9086.5
553,2018.0,25000.0,First Owner,Individual,5.0,Petrol,Manual,18.6,1197.0,81.83,6905.74
554,2018.0,32000.0,First Owner,Individual,5.0,Petrol,Manual,18.9,1197.0,81.86,7026.9
555,2016.0,30000.0,First Owner,Individual,5.0,Petrol,Manual,18.7,1199.0,88.7,5875.93
556,2017.0,43000.0,First Owner,Dealer,7.0,Petrol,Manual,15.4,,,8480.74
557,2012.0,60000.0,First Owner,Dealer,5.0,Petrol,Manual,17.7,1497.0,113.42,5027.87
558,2015.0,50000.0,First Owner,Individual,5.0,Petrol,Automatic,19.34,1198.0,76.0,3937.48
559,2018.0,14200.0,First Owner,Individual,5.0,Petrol,Manual,18.16,1196.0,86.8,6663.44
560,2017.0,10000.0,First Owner,Individual,5.0,Petrol,Manual,21.1,814.0,55.2,3634.6
561,2018.0,25000.0,First Owner,Individual,5.0,Petrol,Manual,22.7,799.0,53.64,2629.03
562,2018.0,19100.0,First Owner,Individual,5.0,Petrol,Manual,19.0,1194.0,94.68,8480.74
563,2019.0,25000.0,Fourth & Above Owner,Individual,5.0,Petrol,Automatic,20.3,1086.0,68.0,5645.75
564,2014.0,54000.0,First Owner,Dealer,5.0,Diesel,Manual,23.0,1498.0,98.96,5875.93
565,2018.0,35000.0,First Owner,Individual,5.0,Diesel,Manual,22.71,1461.0,84.8,8117.28
566,2018.0,20000.0,Second Owner,Individual,5.0,Petrol,Manual,18.9,1197.0,81.86,6057.67
567,2016.0,52000.0,First Owner,Individual,5.0,Diesel,Manual,23.65,1248.0,88.5,8177.85
568,2011.0,120000.0,Second Owner,Individual,5.0,Diesel,Manual,23.0,1396.0,90.0,2665.37
569,2017.0,50000.0,First Owner,Individual,5.0,Diesel,Manual,17.1,1956.0,170.0,19990.31
570,2013.0,120000.0,Second Owner,Individual,7.0,Diesel,Manual,20.77,1248.0,88.8,7632.66
571,2010.0,90000.0,Second Owner,Individual,5.0,Diesel,Manual,18.8,1248.0,90.0,3028.83
573,2015.0,101500.0,Second Owner,Individual,5.0,Diesel,Manual,21.14,1498.0,103.52,3634.6
574,2013.0,75000.0,First Owner,Individual,5.0,Diesel,Automatic,22.32,1582.0,126.3,6360.55
577,2016.0,100000.0,First Owner,Individual,7.0,Diesel,Manual,15.4,1997.0,120.0,13326.87
578,2012.0,55735.0,Second Owner,Individual,5.0,Diesel,Manual,19.01,1461.0,108.45,5815.36
579,2014.0,80000.0,Second Owner,Individual,7.0,Diesel,Manual,15.1,2179.0,140.0,7329.78
580,2016.0,50000.0,Second Owner,Individual,5.0,Petrol,Manual,24.7,796.0,47.3,3028.83
582,2012.0,76000.0,Fourth & Above Owner,Individual,5.0,Petrol,Manual,20.36,1197.0,78.9,2544.22
583,2020.0,1500.0,First Owner,Individual,5.0,Petrol,Manual,21.21,1197.0,81.8,8844.2
584,2012.0,76000.0,First Owner,Individual,7.0,Diesel,Manual,15.96,,,6057.67
585,2015.0,40000.0,First Owner,Individual,5.0,Petrol,Manual,20.51,998.0,1701.03,4846.14
587,2009.0,170000.0,Third Owner,Individual,8.0,Diesel,Manual,12.8,2494.0,102.0,6796.7
588,2013.0,181491.0,First Owner,Dealer,7.0,Diesel,Manual,13.5,2477.0,175.56,11509.57
589,2016.0,53319.0,First Owner,Dealer,5.0,Diesel,Manual,25.44,936.0,56.3,
590,2017.0,40906.0,First Owner,Dealer,5.0,Diesel,Manual,21.66,1498.0,108.62,8480.74
591,2012.0,31711.0,Second Owner,Dealer,5.0,Petrol,Manual,17.6,,,4543.25
592,2012.0,43755.0,Second Owner,Dealer,5.0,Petrol,Manual,21.1,814.0,55.2,3271.14
593,,66693.0,,Dealer,5.0,Petrol,Manual,25.17,799.0,53.3,3634.6
594,2010.0,59549.0,First Owner,Dealer,5.0,Petrol,Manual,19.0,998.0,67.1,2725.95
595,2015.0,94385.0,First Owner,Dealer,8.0,Diesel,Manual,12.99,2494.0,100.6,
596,2010.0,73730.0,First Owner,Dealer,5.0,Petrol,Manual,18.2,998.0,67.1,2423.07
597,2011.0,221889.0,First Owner,Dealer,5.0,Diesel,Manual,22.32,1582.0,126.32,4846.14
599,2015.0,150546.0,First Owner,Dealer,5.0,Petrol,Manual,22.0,1197.0,81.8,6057.67
600,2013.0,148120.0,First Owner,Dealer,7.0,Diesel,Manual,14.24,2755.0,174.5,18173.01
601,2015.0,20000.0,Second Owner,Individual,5.0,Petrol,Manual,15.8,1499.0,110.0,6724.01
602,2018.0,30000.0,First Owner,Individual,5.0,Petrol,Automatic,18.9,,,7026.9
603,2011.0,142000.0,Third Owner,Individual,7.0,Diesel,Manual,13.7,2179.0,138.1,4082.87
604,2011.0,20000.0,First Owner,Individual,10.0,Diesel,Manual,12.2,1948.0,5.85,2120.18
605,2009.0,120000.0,Second Owner,Individual,5.0,Diesel,Manual,18.8,1248.0,90.0,2180.76
606,2011.0,80000.0,First Owner,Individual,5.0,Petrol,Manual,19.81,1086.0,68.05,2423.07
607,2016.0,60000.0,First Owner,Individual,5.0,Diesel,Manual,19.09,1405.0,69.01,3149.99
608,2016.0,25000.0,First Owner,Individual,5.0,Petrol,Manual,23.01,999.0,67.0,4240.37
609,2011.0,,Second Owner,Individual,7.0,Diesel,Manual,,2523.0,63.0,4967.28
610,2017.0,126000.0,First Owner,Individual,7.0,Diesel,Manual,18.49,1493.0,100.0,7935.55
611,2015.0,170000.0,First Owner,Individual,5.0,Diesel,Manual,26.59,1248.0,74.0,4482.68
612,2013.0,24000.0,First Owner,Individual,5.0,Petrol,Manual,22.74,796.0,47.3,
613,2017.0,100000.0,Second Owner,Individual,7.0,Diesel,Manual,24.52,1248.0,88.5,9692.27
614,,10000.0,,Individual,5.0,Petrol,Manual,24.0,1199.0,83.81,6663.44
